Year Reported to CDP,Account Number,Organization,City,Country,CDP Region,Reporting Authority,Access,City-wide Emissions Inventory,Accounting Year,Inventory Boundary,Primary Protocol,Primary Protocol Comment,Common Reporting Framework inventory format (GPC) ,Gases Included,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total generation of grid supplied energy ,Direct emissions/ Scope 1 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total generation of grid supplied energy,Indirect emissions from use of grid supplied energy/Scope 2 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy),Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total generation of grid supplied energy ,Emissions occurring outside city boundary/ Scope 3 (metric tonnes CO2e) for Total emissions (excluding generation of grid-supplied energy) ,Total Scope 1 Emissions (metric tonnes CO2e),Total Scope 2 Emissions (metric tonnes CO2e),Total Scope 3 emissions (metric tonnes CO2e),Total BASIC Emissions (GPC),Total BASIC+ Emissions (GPC),Chnage in emissions,Reason for change,​Land area (in square km),Population,Population Year,City Location,Last update
2019,55334,Município de Braga,Braga,Portugal,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,2006 IPCC Guidelines for National Greenhouse Gas Inventories,A metodologia de cálculo de emissões de CO2 é baseada nos princípios do IPCC. Os dados apresentados são determinados aplicando fatores de emissão aos dados resultantes do inventário de energia. O consumo de energia é calculado usando um modelo matemático baseado no consumo de energia local e variáveis macroeconômicas e demográficas.,,CO2,,194352,,,,,,,,,,Decreased,Policy change,,181182,2016,POINT (-8.43821 41.5337),2020-05-01T03:57:57.217
2019,43930,The Hague,The Hague,Netherlands,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,CO2,,,,,,,979650,573182,108563,1552832,,Decreased,Policy change,,539040,2019,POINT (4.3007 52.0705),2020-05-01T03:57:57.217
2019,50392,Prefeitura de Vitória,Vitória,Brazil,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2010-01-01 - 2010-12-31,Larger – covers the whole city and adjoining areas,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Padrão ou Protocolo	GLOBAL PROTOCOL FOR COMMUNITY-SCALE GREENHOUSE GAS EMISSIONS (GPC) - Pilot Versão 1.0 – May 2006(ICLEI, C40, WRI)Alcance	Basic+Limites geográficos	CARIACICA, FUNDÃO, GUARAPARI, SERRA, VIANA, VILA VELHA E VITÓRIALimites operacionais	Todas as emissões do escopo 1 e escopo 2 de unidades estacionárias, unidades móveis, resíduos, processos industriais e usos de produtos, assim como de agricultura, silvicultura e outros usos da terra (AFOLU).  Todas as emissões do escopo 3 do setor resíduos Todas as emissões do escopo 3 de unidades móveisFoco	Top down para uso de uso de produtos, processos industriais e efluentes líquidos Bottom up para uso de combustíveis, produção de energia, resíduos e AFOLUAno do Inventário	2010",No,"CH4, CO2, HFCs, N20, PFCs, SF6",,,,,,,2431182.52,367108.66,659008.58,1689719.09,3457299.75,Increased,Increased energy/electricity consumption,,358267,2018,POINT (-40.3776 -20.3338),2020-05-01T03:57:57.217
2019,54513,Municipality of Uppsala,Uppsala,Sweden,Europe,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, HFCs, N20, PFCs, SF6",313360,434888,11156,426840,0,352775,,,,,,Increased,Increased energy/electricity consumption,,225164,2018,POINT (17.635 59.8536),2020-05-01T03:57:57.217
2019,73694,Chacabuco,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,590011.86,0,72331.7,0,11094.56,,,,,,This is our first year of calculation,Lack of knowledge overcome,,50546,2014,,2020-05-01T03:57:57.217
2019,31173,Comune di Milano,Milano,Italy,Europe,"C40, CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2015-01-01 - 2015-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,4008005.06,2346844,166687,5965717.96,6131035.44,Decreased,,,1395274,2018,POINT (9.08635 45.8026),2020-05-01T03:57:57.217
2019,74453,"City of Highland Park, IL",,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"The data management format of this protocol is straightforward and accessible, and works easily with the basic software available to our team.  Our emissions data comes from multiple sources (internal records, local utilities, contracted waste hauler, etc.), and our team includes volunteer residents as well as staff and consultants, so being able to use Excel as the data entry and analysis tool is very important.   Our city does not have any Scope 1 emissions other than transportation, therefore we do not require a complex GHG calculation methodology.",Yes,"CH4, CO2, N20, NF3, SF6",0,37877,0,274958,0,,,,,,,Stayed the same,Emissions have not changed,,29767,2019,,2020-05-01T03:57:57.217
2019,54270,Palmerston North City Council,,New Zealand,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-07-01 - 2017-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),Same protocol as other New Zealand cities that have completed inventories.,No,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",,,,,,,523305,47361,,570666,,This is our first year of calculation,,,87300,2017,,2020-05-01T03:57:57.217
2019,73715,Cosquín,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",0,17709.61,0,19894.93,0,13222.92,,,,,,,,,19815,2010,,2020-05-01T03:57:57.217
2019,58621,Town of Blacksburg,Blacksburg,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2017-01-01 - 2017-12-31,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),2015 Town of Blacksburg community green house gas inventory according to the ICLEI US community protocol.,,"CH4, CO2, N20",,306452.03,,,,,,,,,,Decreased,Change in weather conditions,,44215,2015,POINT (-80.4139 37.2296),2020-05-01T03:57:57.217
2019,55800,City of Cambridge,"Cambridge, MA",United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2012-01-01 - 2012-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,,,,1462236,,,,,109694,2014,POINT (-93.3273 45.601),2020-05-01T03:57:57.217
2019,43934,City of Perth,Perth,Australia,Southeast Asia and Oceania,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-07-01 - 2015-06-30,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,"CH4, CO2, N20",,,,,,,123613,1028194,209463,653337,,This is our first year of calculation,,,29627,2019,POINT (115.861 -31.9526),2020-05-01T03:57:57.217
2019,50359,Gobierno Municipal de León de los Aldamas,León de los Aldamas,Mexico,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2017-06-01 - 2018-06-01,Larger – covers the whole city and adjoining areas,2006 IPCC Guidelines for National Greenhouse Gas Inventories,"Para el periodo 2017-2018 se realizará el Protocolo Global para Inventarios de Emisión de Gases de Efecto Invernadero a Escala comunitaria (GPC por sus siglas en inglés) el cual es una guía metodológica para realizar el cálculo y el reporte de emisiones de GEI  a nivel regional, nacional y subnacional. Es importante recalcar que como menciona el GPC, la cuantificación y el reporte justo y real de emisiones de GEI  de una ciudad o municipio están basados en cinco principios fundamentales que incluyen: la relevancia, la exhaustividad, la coherencia, la transparencia y la precisión. Por otra parte  para el inventario con el que se cuenta 2012-2015 (recopilación de datos en 2012, se elaboró en 2013,  y finalmente se publicó en 2015) se aplicó la metodología del IPCC 2006 y Factores de Emisión (FE), en los que se presentan adecuaciones puntuales en respuesta a las características específicas de las actividades productivas en León; por mencionar algunas consideraciones, además se incluyó la producción artesanal de tabique, con apego a las disposiciones estipuladas en el Programa Especial de Cambio Climático (PECC). El cálculo de GEI y el inventario aquí presentado, son el primer paso para el emprendimiento de una serie de estrategias que atiendan la problemática del cambio climático en el municipio, con base en el registro de la cantidad total de GEI, su distribución en cada sector y las tendencias de generación de estos contaminantes por parte de los distintos sectores.  Asimismo, se añade la estimación de Carbono Negro (CN) para la realización del inventario municipal, por lo que fue necesario recurrir a diferentes fuentes de información oficial, con la finalidad de tener una base sólida y verídica de los datos a emplear para los cálculos de este capítulo. Igualmente se analizó información presentada en diferentes diagnósticos y estudios de áreas específicas dentro del municipio de León, como lo fueron los estudios realizados por el IMPLAN (Instituto Municipal de Planeación) en las zonas del Valladito y el Refugio por loa producción de ladrillos que se realiza en ambas zonas.",,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",0,2726988,2285593,0,0,0,,,,,,Decreased,Technological change,,1578626,2015,POINT (-101.684 21.1221),2020-05-01T03:57:57.217
2019,834219,Municipality of Corrientes,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Excel. Se utilizó la herramienta de cálculo desarrollada por la Red Argentina de Municipios frente al Cambio Climática, que fue diseñada en base al protocolo GPC para inventarios de emisiones de GEI para ciudades argentinas.",Yes,"CH4, CO2, N20",0,597072.53,0,194671.94,0,29859.69,,,,,,This is our first year of calculation,Other,,376528,2014,,2020-05-01T03:57:57.217
2019,43912,City of Edmonton,Edmonton,Canada,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Completing the inventory involves acquiring the total natural gas and electricity used by all residents, industry, institutions, and commercial properties within the city's boundaries from the primary natural gas and electricity providers. This information is provided to us in various reporting categories such as residential, commercial and industrial. We are now receiving this information at the finest level of granularity that can be provided from the utilities. Propane fuel use for transportation is taken from Statistics Canada as recorded for the Province of Alberta, which is then prorated according to the population of Edmonton compared to the population of Alberta. The diesel and gasoline use in litres is done in a similar fashion, but the information in this case is provided to us from the Alberta provincial government. This information is further adjusted by provincial registration data. The natural gas consumption in vehicles is received directly from the natural gas distributor. The emission factors are taken from the 2018 National Inventory Report. The data are input manually each year into an excel spreadsheet model.",No,"CH4, CO2, N20",,,,,,,10981088,5807488,2573906,15936756,19167399,Increased,Increased energy/electricity consumption,,980000,2018,POINT (-113.491 53.5444),2020-05-01T03:57:57.217
2019,54092,City of Ann Arbor,Ann Arbor,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2019-01-01,Larger – covers the whole city and adjoining areas,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),,,"CH4, CO2, N20",,967069,,1073330,,114892,,,,,,Stayed the same,Emissions have not changed,,121890,2018,POINT (-83.743 42.2808),2020-05-01T03:57:57.217
2019,58530,"City of Northampton, MA",Northampton,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,No,CO2,,,,,,,,328180,,,,This is our first year of calculation,,,28549,2010,POINT (-72.6144 42.3048),2020-05-01T03:57:57.217
2019,54119,City of Palo Alto,Palo Alto,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2018-01-01 - 2018-12-31,Same – covers entire city and nothing else,U.S. Community Protocol for Accounting and Reporting of Greenhouse Gas Emissions (ICLEI),TCR/LGOP,,"CH4, CO2, N20",,10855,,,,316743,,,,,,Decreased,Other: Elimination of natural gas emissions,,67082,2018,POINT (-122.143 37.4419),2020-05-01T03:57:57.217
2019,73803,Herrera,,Argentina,Latin America,"CDP Cities, ICLEI - Local Governments for Sustainability",public,Yes,2014-01-01 - 2014-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),,Yes,"CH4, CO2, N20",0,36356.25,0,1345.21,0,206.33,,,,,,,,,1767,2010,,2020-05-01T03:57:57.217
2019,14344,"City of Park City, UT",Park City,United States of America,North America,"CDP Cities, ICLEI - Local Governments for Sustainability, WWF",public,Yes,2016-01-01 - 2016-12-31,Same – covers entire city and nothing else,Global Protocol for Community Greenhouse Gas Emissions Inventories (GPC),"Per the GPC protocol, BASIC+ emission scopes are defined as follows. The following GPC items are applicable to Park City.Scope 1: GHG emissions from sources located within the city boundary, including:• energy and transportation fuel combustion;• fugitive emissions;• industrial processes and product use inside the city; and• agriculture, forestry, and land use inside the city.Scope 2: GHG emissions occurring as a consequence of the use of grid-supplied electricity, heat, steam and/or cooling within the city boundary.Scope 3: GHG emissions that occur outside the city boundary as a result of activities taking placewithin the city boundary, including:• transmission and distribution losses;• solid waste treated outside the city;• wastewater treated outside the city;• transportation activities for which fuel combustion occurs outside the city, including visitor air travel.GHG emissions that are not required to be reported per the GPC protocol but may help cities better understand all of their GHG emission activities were also calculated and include key consumption based emissions.Non-GPC Scope 3 (Consumption-Based): For Park City, non-GPC Scope 3 emissions were calculated for the following consumption-based activities:• potable water use;• well-to-pump fuel production;• cement use; and• food purchases.Consumption from agriculture, forestry, and fishing electricity activities is included with commercial natural gas use.GPC Emissions that were not applicable to Park City:Scope 2• solid waste treated within the city;• wastewater treated within the city;Scope 3• energy use for which stationary fuel combustion occurs outside the city",Yes,"CH4, CO2, HFCs, N20, NF3, PFCs, SF6",0,160849,0,176857,0,207142,,,,,,Decreased,Change in accounting methodology,,8376,2016,POINT (-111.498 40.6461),2020-05-01T03:57:57.217
